 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
1,55553E+12;SP ;SAO PAULO ;VILA SANTA MARIA ;AVENIDA MONTE CELESTE, N. 503, Apto 46, 4º ANDAR - BLOCO B ;394.730,50;373.000,00;0.00;Apartamento, 121.25 de área total, 56.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533690433
8,78771E+12;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 190, Apto 22, BL 01 ;217.322,51;205.000,00;0.00;Apartamento, 67.82 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708206194
8,44442E+12;SP ;SAO PAULO ;VILA FRANCI ;RUA MARIA ANGELICA FRANCI, N. 405, CS 07 ;220.776,61;208.000,00;0.00;Casa, 59.20 de área total, 35.36 de área privativa, 17.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420231456
8,7877E+12;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1600, Apto 28, BLOCO 1 ;225.035,85;212.000,00;0.00;Apartamento, 75.36 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704043142
8,55554E+12;SP ;SAO PAULO ;CIDADE POPULAR ;RUA RAPOSO DA FONSECA, N. 1044, Apto 22, BL 04 ;189.066,00;178.000,00;0.00;Apartamento, 81.70 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537455798
8,78771E+12;SP ;SAO PAULO ;VILA NOVA CURUCA ;RUA OSORIO FRANCO VILHENA, N. 1260, Apto 901, TORRE A ;223.189,61;210.000,00;0.00;Apartamento, 34.00 de área total, 32.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711631739
8,78771E+12;SP ;SAO PAULO ;BUTANTA ;RUA SAVERIO QUADRIO, N. 615, Apto 404, BL 11 ;234.520,70;220.000,00;0.00;Apartamento, 73.41 de área total, 43.95 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710802947
1,7877E+12;SP ;SAO PAULO ;CAMBUCI ;AVENIDA DO ESTADO, N. 5588, Apto 911, TORRE B ;271.936,91;255.000,00;0.00;Apartamento, 49.74 de área total, 34.20 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787702036671
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA PROFESSOR HASEGAWA, N. 914, Apto 42, TORRE J ;192.127,29;180.000,00;0.00;Apartamento, 43.17 de área total, 37.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705596234
8,78771E+12;SP ;SAO PAULO ;PARQUE IPE ;RUA SAVERIO QUADRIO, N. 615, Apto 204, BL 45 ;234.866,12;220.000,00;0.00;Apartamento, 73.41 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708466293
8,78771E+12;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 65, BL 01 ;214.454,52;200.600,00;0.00;Apartamento, 0.00 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705417755
1,6E+12;SP ;SAO PAULO ;MOINHO VELHO ;RUA SUSSURANA, N. 341, LT 02 ;1.089.599,63;1.019.000,00;0.00;Casa, 188.66 de área total, 188.66 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1600000098950
8,78771E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 240, Apto 301, TORRE 01 BOX 35 ;294.192,00;275.000,00;0.00;Apartamento, 86.70 de área total, 42.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710241171
1,7877E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO (ANTIGA RUA UM), N. 33, Apto 604, 05 PAV TR 02 VAGA DE GARAGEM N 173 ;311.375,00;290.000,00;0.00;Apartamento, 89.45 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700851238
8,78771E+12;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 63, BL 5 SUBCONDOMINIO 2 ;215.083,64;200.000,00;0.00;Apartamento, 0.00 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705804945
8,55554E+12;SP ;SAO PAULO ;JARDIM AMERICA DA PENHA ;RUA HENRIQUE CASELA, N. 50, Apto 01, TORRE II ;233.624,49;217.000,00;0.00;Apartamento, 83.98 de área total, 45.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537054459
1,44441E+12;SP ;SAO PAULO ;JARDIM NOEMIA ;ESTRADA DAS LAGRIMAS, N. 3223, Apto 44, ;253.569,95;235.000,00;0.00;Apartamento, 96.19 de área total, 57.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405859883
1,55553E+12;SP ;SAO PAULO ;BOM RETIRO ;RUA JARAGUA, N. 737, Apto 41, BL B ;529.553,34;490.000,00;0.00;Apartamento, 91.46 de área total, 67.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555533150722
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA TOMOICHI SHIMIZU, N. 191, Apto 06, TO A ;196.100,06;180.956,52;0.00;Apartamento, 56.02 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712121483
8,78771E+12;SP ;SAO PAULO ;FAZENDA ARICANDUVA ;RUA INDAIA GRANDE, N. 115, Apto 201, 2 PAVIMENTO TORRE B 38 SUBDISTRITO ;216.798,06;200.000,00;0.00;Apartamento, 46.58 de área total, 32.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712594128
8,44442E+12;SP ;SAO PAULO ;VILA CAMPANELA ;RUA SURUCUAS, N. 730, Apto 41, 4 ANDAR BL 02 ;197.810,79;182.000,00;0.00;Apartamento, 71.78 de área total, 65.81 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419497413
8,78772E+12;SP ;SAO PAULO ;FAZENDA ARICANDUVA ;RUA INDAIA GRANDE, N. 115, Apto 1208, 12 PAVIMENTO TORRE A ;213.388,46;196.000,00;0.00;Apartamento, 46.32 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715042169
1,44441E+12;SP ;SAO PAULO ;JABAQUARA ;RUA PEDRO BADRA, N. 15, Apto 74, ;474.410,43;435.000,00;0.00;Apartamento, 0.00 de área total, 69.68 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407998007
8,78771E+12;SP ;SAO PAULO ;VILA NORMA ;AVENIDA SAO MIGUEL, N. 8184, Apto 411, ;229.488,42;210.000,00;0.00;Apartamento, 0.00 de área total, 34.88 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712011610
1,44441E+12;SP ;SAO PAULO ;VILA PRUDENTE ;RUA PADRE LEONEL FRANCA, N. 349, CS 05 LT 16 QD 09 ;396.153,19;362.000,00;0.00;Casa, 59.60 de área total, 59.60 de área privativa, 134.29 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409169806
1,55554E+12;SP ;SAO PAULO ;JARDIM AMERICA DA PENHA ;RUA HENRIQUE CASELA, N. 60, Apto 33, TORRE II ;306.698,00;280.000,00;0.00;Apartamento, 93.20 de área total, 48.54 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555540217284
8,44441E+12;SP ;SAO PAULO ;CIDADE TIRADENTES ;RUA AMILCAR CASTELLAN (ANTIGA RUA 2B), N. 35, Apto 32-B, ;151.933,63;138.000,00;0.00;Apartamento, 39.42 de área total, 34.62 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409436640
8,4444E+12;SP ;SAO PAULO ;CIDADE TIRADENTES ;RUA GEREMOABO (RUA FRANCISCO ROBERTI), N. 639, Apto 34A,  NO 3 PAVIMENTO ;99.097,84;90.000,00;0.00;Apartamento, 46.09 de área total, 41.21 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400895588
1,4444E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, N. 1720, Apto 25, BL 16 ED VIA MARINO ;314.289,98;285.000,00;0.00;Apartamento, 139.74 de área total, 68.68 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400108634
1,55554E+12;SP ;SAO PAULO ;CASA VERDE ;RUA SAGUAIRU, N. 942, Apto 242, 24º PAVIMENTO ;827.501,28;749.000,00;0.00;Apartamento, 172.85 de área total, 98.11 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555537238012
8,78771E+12;SP ;SAO PAULO ;VILA CHABILANDIA ;RUA CRUZ DO ESPIRITO SANTO, N. 528, Apto 04, PAVIMENTO TERREO - BLOCO 02 ;215.809,71;195.000,00;0.00;Apartamento, 63.05 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710331626
1,44441E+12;SP ;SAO PAULO ;CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO ;RUA JOAO AMADO COUTINHO, N. 859, Apto 21B, ;203.445,35;183.000,00;0.00;Apartamento, 58.19 de área total, 48.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406074766
8,78772E+12;SP ;SAO PAULO ;VILA EMA ;AVENIDA VILA EMA, N. 2258, Apto 1202, 12º PAVIMENTO, TORRE B ;267.945,85;241.000,00;0.00;Apartamento, 45.21 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787717585313
8,44441E+12;SP ;SAO PAULO ;JARDIM DONA SINHA ;RUA NOVA BRASILIA, N. 287, Apto 001, BL 06 ;213.674,00;191.900,00;0.00;Apartamento, 109.98 de área total, 41.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408981025
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA TOMOICHI SHIMIZU, N. 191, Apto 406, 4º PAVIMENTO - TORRE B ;196.303,97;176.000,00;0.00;Apartamento, 56.02 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711905928
8,55554E+12;SP ;SAO PAULO ;JARDIM JOAO XXIII ;AVENIDA DO VATICANO, N. 275, Apto 12, 1º PAVIMENTO - BLOCO 05 ;208.868,96;187.000,00;0.00;Apartamento, 80.17 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538624143
1,44441E+12;SP ;SAO PAULO ;VILA ANTONIO ;AVENIDA JOAO JOSE GOMES, N. 163, ;462.079,76;413.000,00;0.00;Casa, 78.00 de área total, 78.00 de área privativa, 125.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406169317
1,44441E+12;SP ;SAO PAULO ;SAUDE ;RUA ITAPIRU, N. 919 ;650.483,99;580.000,00;0.00;Casa, 0.00 de área total, 128.00 de área privativa, 270.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411232854
1,44442E+12;SP ;SAO PAULO ;BELA VISTA ;AVENIDA NOVE DE JULHO, N. 544, Apto 709, 7 PAVIMENTO TIPO E ;320.225,00;285.000,00;0.00;Apartamento, 49.29 de área total, 36.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416176049
10206771;SP ;SAO PAULO ;VILA LEOPOLDINA ;AVENIDA DOUTOR GASTAO VIDIGAL, N. 1132, SL 614, BL 02 ;658.000,00;585.000,00;0.00;Sala, 0.00 de área total, 63.77 de área privativa, 0.00 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10206771
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA CARMEM SILVA, N. 55, Apto 804, 7º PAV, TORRE 2 ;197.054,00;175.000,00;0.00;Apartamento, 71.31 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711194657
8,7877E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 435, Apto 1807, 17º PAVIMENTO, TORRE 1 ;309.699,00;275.000,00;0.00;Apartamento, 86.23 de área total, 42.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704943488
8,78771E+12;SP ;SAO PAULO ;JARDIM MIRIAM ;AVENIDA GARCIA DE AVILA, N. 81, Apto 406, 4 PAV TR A ST RESIDENCIAL ;208.599,93;185.000,00;0.00;Apartamento, 49.18 de área total, 34.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712840811
8,78771E+12;SP ;SAO PAULO ;JARDIM AURORA (ZONA LESTE) ;AVENIDA NORDESTINA, N. 2780, Apto 1412, TORRE 02 ;251.039,49;222.000,00;0.00;Apartamento, 78.55 de área total, 45.07 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710259267
1,44441E+12;SP ;SAO PAULO ;VILA DO CASTELO ;RUA DAVID EID, N. 849, Apto 121, ;509.726,00;450.000,00;0.00;Apartamento, 0.00 de área total, 73.82 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406011160
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA AGRIMENSOR SUGAYA, N. 1210, Apto 64, 6º PAV BLOCO 04 ;215.347,00;190.000,00;0.00;Apartamento, 79.82 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706771811
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA AGRIMENSOR SUGAYA, N. 1210, Apto 76, 7 PAVIMENTO BL 03 ;210.023,00;185.000,00;0.00;Apartamento, 77.21 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707914314
8,44441E+12;SP ;SAO PAULO ;GUAIANASES ;RUA CORACAO DE MAÇA (ANTIGA RUA DEZENOVE), N. 72, Apto 53-B, INTEGRANTE CONJ HAB BARRO BRANCO ;155.210,46;136.623,73;0.00;Apartamento, 46.25 de área total, 42.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412678650
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 205, TORRE B ;193.394,43;170.000,00;0.00;Apartamento, 0.00 de área total, 34.93 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708121245
1,44441E+12;SP ;SAO PAULO ;JARDIM IPANEMA (ZONA OESTE) ;AVENIDA ALEXIOS JAFET, N. 595, Apto 31, 3º PAVIMENTO - TORRE 06 ;211.761,34;186.000,00;0.00;Apartamento, 80.82 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414895439
8,78771E+12;SP ;SAO PAULO ;JARDIM GILDA MARIA ;RUA MARIO REGALLO PEREIRA, N. 128, Apto 85, BL 06 ;239.681,48;210.000,00;0.00;Apartamento, 72.32 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711553681
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA TOMOICHI SHIMIZU, N. 191, Apto 505, 5 PAV BL B ;196.243,69;170.000,00;0.00;Apartamento, 55.41 de área total, 32.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711798811
8,55551E+12;SP ;SAO PAULO ;CJ HB JOSE BONIFACIO ;RUA ISIDORO DE LARA, N. 65, Apto 31-C, ;218.205,78;189.000,00;0.00;Apartamento, 56.24 de área total, 51.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505860778
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA CRUZ DO ESPIRITO SANTO, N. 528, Apto 1005, BL 01 ;215.659,48;186.000,00;0.00;Apartamento, 63.05 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709813213
8,78771E+12;SP ;SAO PAULO ;VILA NORMA ;AVENIDA SAO MIGUEL, N. 8184, Apto 1112, 11º PAV ;226.426,81;195.000,00;0.00;Apartamento, 52.94 de área total, 34.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713971413
1,55551E+12;SP ;SAO PAULO ;PARQUE MANDAQUI ;RUA RAUL DIAS, N. 300, Apto 63, 6º ANDAR ;558.319,00;480.000,00;0.00;Apartamento, 168.80 de área total, 71.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555508662316
1,44441E+12;SP ;SAO PAULO ;VILA MONUMENTO ;RUA GUINLE, N. 451, CASA 1 ;880.883,59;755.000,00;0.00;Casa, 188.87 de área total, 154.93 de área privativa, 188.87 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413572890
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 385, Apto 612, BL B ;211.637,07;181.000,00;0.00;Apartamento, 0.00 de área total, 32.75 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713398500
