 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
8,78771E+12;SP ;SALTO ;RESIDENCIAL PARQUE LAGUNA ;RUA CARLOS DE MORAES ANDRADE JURISTA, N. 108, Apto 204, BL 6 PAVIMENTO 2 ;201.871,26;149.406,00;0.00;Apartamento, 92.42 de área total, 41.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710313890
1,44441E+12;SP ;SALTO DE PIRAPORA ;DO MATO DENTRO ; RUA SEIS, N. SN, LT 01 QD B8 ;82.786,76;137.000,00;39.58;Terreno, 0.00 de área total, 0.00 de área privativa, 282.62 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414044722
8,78771E+12;SP ;SALTO DE PIRAPORA ;PACAEMBU BANDEIRAS ;RUA MARGARIDA GREGORIO GALHARDO, N. 19, ;114.234,15;189.000,00;39.56;Casa, 0.00 de área total, 45.19 de área privativa, 176.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714626612
8,78771E+12;SP ;SALTO DE PIRAPORA ;SALTO DE PIRAPORA ;RUA ANDRE CRUCOMSCHI, N. 451, Apto 203, BL 02 ;158.000,00;158.000,00;0.00;Apartamento, 47.77 de área total, 42.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707973647
8,78772E+12;SP ;SALTO DE PIRAPORA ;PACAEMBU BANDEIRAS ;RUA ANEMIAS MANOEL PINTO( ANTIGA RUA 08), N. 64, LT 19 QD 01 ;197.500,00;197.500,00;0.00;Prédio, 45.19 de área total, 45.19 de área privativa, 176.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715286998
8,78771E+12;SP ;SALTO DE PIRAPORA ;VILA SANTA ISABEL ;RUA ANDRE CRUCOMSCHI, N. 451, Apto 302, BL 02 VG 184 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 42.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707760775
8,44442E+12;SP ;SALTO DE PIRAPORA ;TERRAS DE SAO JOAO ;RUA HONORIO DE ALMEIDA BARROS, N. 1030, CASA 01 VG ;231.000,00;231.000,00;0.00;Casa, 68.98 de área total, 68.98 de área privativa, 62.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415414793
8,78771E+12;SP ;SALTO DE PIRAPORA ;PACAEMBU BANDEIRAS ;RUA HERMOGENES GUILHERME NETO, N. 51, LOTE 25 - QUADRA N ;178.000,00;178.000,00;0.00;Casa, 45.19 de área total, 45.19 de área privativa, 176.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714154273
8,78771E+12;SP ;SALTO DE PIRAPORA ;PACAEMBU BANDEIRAS ;RUA HERMOGENES GUILHERME NETO (ANTIGA RUA 03), N. 211, LT 05 QD N ;172.102,02;170.000,00;0.00;Casa, 45.19 de área total, 45.19 de área privativa, 176.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712980214
8,78771E+12;SP ;SALTO DE PIRAPORA ;PACAEMBU BANDEIRAS ;RUA PAULO AUGUSTO GOMES, N. 40, LT 29 QD L ;195.705,09;190.000,00;0.00;Casa, 45.19 de área total, 45.19 de área privativa, 176.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714440551
8,44441E+12;SP ;SALTO DE PIRAPORA ;JARDIM DAS BANDEIRAS ;RUA AUGUSTO DEOLINDO DE GOES, N. 100, Apto 02, VAGA N 02 ;152.048,58;138.000,00;0.00;Apartamento, 52.12 de área total, 52.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408922622
8,44442E+12;SP ;SALTO DE PIRAPORA ;JARDIM SANTA MARIA ;RUA EUCLIDES MOREIRA FARRAPO, N. 35, Apto 62, PAV 05 ;170.827,40;155.000,00;0.00;Apartamento, 58.82 de área total, 46.18 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424682657
8,44443E+12;SP ;SALTO GRANDE ;VILA SALTO GRANDE ;RUA PREFEITO CORONEL VIRGILIO JOSE FERRE, N. 58, LT 03 QD 07 ;82.550,28;141.000,00;41.46;Casa, 0.00 de área total, 51.87 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428097244
8,55553E+12;SP ;SANTA ADELIA ;JARDIM DARCISINHO ;RUA AFONSO MAZZO, N. 171, CS 10 BL E ;146.000,00;146.000,00;0.00;Casa, 98.48 de área total, 49.78 de área privativa, 132.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533824730
8,44443E+12;SP ;SANTA ADELIA ;LOTEAMENTO OCTAVIO MESTRINELLI ; RUA ALEX GARRIDO, N. S/N, LOTE 10, QUADRA E, RUA 05 ;1.346.934,71;150.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 525.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428088997
8,78771E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM DAS LARANJEIRAS ;AVENIDA MOGI GUACU, N. 1990, Apto 32, BL 03 ;106.667,03;180.000,00;40.75;Apartamento, 0.00 de área total, 39.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711275886
8,44443E+12;SP ;SANTA BARBARA D'OESTE ;CONJUNTO HABITACIONAL ROBERTO ROMANO ;RUA REVERENDO JOAO FELICIANO PIRES, N. 260, Apto 14, BL 260-A ;90.100,00;90.100,00;0.00;Apartamento, 48.48 de área total, 42.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444431067520
8,7877E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM DAS LARANJEIRAS ;AVENIDA MOGI GUACU, N. 1151, Apto 202, BL 08 VG 153 ;180.000,00;180.000,00;0.00;Apartamento, 45.53 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702826816
8,78771E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM DAS LARANJEIRAS ;AVENIDA MOGI GUACU, N. 1990, Apto 44, BL05 ;185.000,00;185.000,00;0.00;Apartamento, 46.33 de área total, 39.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710049378
8,55554E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM FIRENZE ;AVENIDA VEREADORA MARIA JOSE CAVEDAL DOS, N. 300, Apto 61, BL A ;304.000,00;304.000,00;0.00;Apartamento, 70.96 de área total, 57.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540151214
8,44443E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM VISTA ALEGRE ;RUA DA BENIGNIDADE, N. 100, Apto 36, BL A ;195.094,66;195.000,00;0.00;Apartamento, 69.77 de área total, 48.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428276840
8,7877E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM DAS LARANJEIRAS ;AVENIDA MOGI GUACU, N. 1151, Apto 104, BL01 - VG 04 ;180.230,34;178.000,00;0.00;Apartamento, 39.30 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703532018
8,44443E+12;SP ;SANTA BARBARA D'OESTE ;JARDIM SANTA RITA DE CASSIA ;RUA OLIMPIA AMARO DA SILVA, N. 336, LT 23B ;239.233,24;213.000,00;0.00;Casa, 60.00 de área total, 60.00 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425591086
8,78771E+12;SP ;SANTA BARBARA D'OESTE ;CHACARA TAVER ;ESTRADA DO BARREIRINHO, N. 1291, Apto 203, BL 01 VAGA 189 ;198.039,70;156.100,00;0.00;Apartamento, 112.25 de área total, 45.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710387702
8,44443E+12;SP ;SANTA CRUZ DO RIO PARDO ;CIDADE JARDIM ;RUA ARAGUAIA, N. 75, QD T LT 01 E 18 ;85.461,80;155.909,52;45.19;Casa, 0.00 de área total, 43.00 de área privativa, 126.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425765084
1,4444E+12;SP ;SANTA CRUZ DO RIO PARDO ;PARQUE RESIDENCIAL ITAIPU ;RUA JOAO ANDRADE FILHO, N. 240, QD H ;879.262,99;1.600.000,00;45.05;Galpão, 0.00 de área total, 1863.28 de área privativa, 2000.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403957616
8,55551E+12;SP ;SANTA CRUZ DO RIO PARDO ;JARDIM PLANALTO ;RUA ALBERTO DARROZ, N. 501, LOTE 21, QUADRA D ;119.590,43;190.000,00;37.06;Casa, 61.20 de área total, 49.95 de área privativa, 250.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512165737
10214177;SP ;SANTA CRUZ DO RIO PARDO ;CHACARA PEIXE ;RUA BENJAMIN CONSTANT, N. 1932, QD 38, LT 22 PARTE ;511.941,60;372.000,00;0.00;Casa, 0.00 de área total, 149.97 de área privativa, 170.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10214177
8,4444E+12;SP ;SANTA ISABEL ;VARADOURO ; LAERCIO MACHADO LOBO (ANTIGA RUA 14), N. 102, ;192.000,00;192.000,00;0.00;Casa, 59.00 de área total, 59.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403042276
1,55553E+12;SP ;SANTA RITA DO PASSA QUATRO ;SANTA CRUZ DA ESTREL ;RUA EUGENIO ANACLETO RODRIGUES DIAS, N. 661, LT 106, QD 942 ;131.665,90;410.000,00;67.89;Comercial, 248.59 de área total, 248.59 de área privativa, 694.85 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555525393271
8,78771E+12;SP ;SANTA RITA DO PASSA QUATRO ;JD NOVA PRIMAVERA ; R COMBATENTE EXPEDICIONARIO SYLVIO MENON (ANTIGA, N. 186, LT 07, QD B ;112.661,16;161.000,00;30.03;Casa, 43.92 de área total, 43.92 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711961100
1,44442E+12;SP ;SANTA RITA DO PASSA QUATRO ;CENTRO ; RUA FRANCISCO DANIEL CARNIELLI, N. 288, LOTE 18, QUADRA 08 ;303.000,00;303.000,00;0.00;Casa, 87.61 de área total, 87.61 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416494709
8,44441E+12;SP ;SANTA RITA DO PASSA QUATRO ;JARDIM SAO LUIZ ; RUA DONA JOSEPHINA BRUM BARIONI, N. 50, LT 77 QD D ;147.000,00;147.000,00;0.00;Casa, 57.40 de área total, 57.40 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444405974028
8,55551E+12;SP ;SANTA RITA DO PASSA QUATRO ;JARDIM NOVA SANTA RITA ; RUA DOS CRAVOS, N. 27, LOTE 02, QUADRA D ;88.415,15;88.000,00;0.00;Casa, 29.68 de área total, 29.68 de área privativa, 200.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514795100
8,44443E+12;SP ;SANTA RITA DO PASSA QUATRO ;SANTA RITA DO PASSA ; RUA PAULO LAZARI (ANTIGA RUA18), N. 179, LT 03, QD 19 ;191.752,37;190.000,00;0.00;Casa, 81.08 de área total, 50.05 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444433767325
1,44441E+12;SP ;SANTA RITA DO PASSA QUATRO ;RESIDENCIAL JARDIM DA SERRA ; RUA JOÃO ERBETTA, N. 635, CS 12C ;230.185,21;199.833,88;0.00;Casa, 64.02 de área total, 64.02 de área privativa, 165.35 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413337700
1,55554E+12;SP ;SANTA ROSA DE VITERBO ;CONJUNTO HABITACIONAL LILIANA URTIAGA AN ;RUA JOSE ANTONIO DE OLIVEIRA N 301, N. 301 ;50.681,58;135.000,00;62.46;Casa, 0.00 de área total, 51.00 de área privativa, 207.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555537995824
1,4444E+12;SP ;SANTO ANDRE ;JARDIM PROGRESSO ;R BRAGANCA, N. 78, RESIDÊNCIA 02 ;261.853,00;519.818,48;49.63;Casa, 0.00 de área total, 112.58 de área privativa, 66.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401461427
10196151;SP ;SANTO ANDRE ;CENTRO ;RUA CORONEL AGENOR DE CAMARGO, N. 504, Apto 141 ;379.628,79;620.000,00;38.77;Apartamento, 0.00 de área total, 136.93 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10196151
8,78771E+12;SP ;SANTO ANDRE ;JARDIM JAMAICA ;ESTRADA JOAO DUCIN, N. 425, Apto 1508, ;146.953,08;240.000,00;38.77;Apartamento, 92.52 de área total, 43.13 de área privativa, 5740.07 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710224650
8,4444E+12;SP ;SANTO ANDRE ;JARDIM SANTO ANDRE ;AVENIDA LORETO, N. 321, Apto 34, 3º ANDAR, BLOCO 31 ;136.584,86;217.000,00;37.06;Apartamento, 0.00 de área total, 53.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444403881529
8,44441E+12;SP ;SANTO ANDRE ;JARDIM SANTO ANDRE ;AVENIDA LORETO, N. 321, Apto 22, BL 26 ;141.717,80;225.155,00;37.06;Apartamento, 0.00 de área total, 53.15 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414517882
8,55552E+12;SP ;SANTO ANDRE ;JARDIM SANTO ANDRE ;AVENIDA LORETO, N. 321, Apto 22, BL 12 ;125.884,66;200.000,00;37.06;Apartamento, 0.00 de área total, 53.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555520334402
1,44441E+12;SP ;SANTO ANDRE ;CIDADE SAO JORGE ;RUA SOLDADO DORIVAL DE BRITO, N. 270, Apto 21, BL 04 RUA A ;122.296,95;194.300,00;37.06;Apartamento, 0.00 de área total, 43.27 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406715575
1,44442E+12;SP ;SANTO ANDRE ;CONDOMINIO MARACANA ;RUA GREGORIO DE MATOS, N. 553, PARTE LT 04 QD H ;376.652,75;591.000,00;36.27;Casa, 0.00 de área total, 222.00 de área privativa, 130.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417483069
1,55554E+12;SP ;SANTO ANDRE ;VILA HOMERO THON ;AVENIDA CAPUAVA, N. 557, Apto 208, T 02, VG 35 ;236.443,61;371.000,00;36.27;Apartamento, 0.00 de área total, 45.66 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536348892
1,44441E+12;SP ;SANTO ANDRE ;UTINGA ;RUA DOS COQUEIROS, N. 1291, Apto 11, BL 03  ANDAR 01 ;657.000,00;657.000,00;0.00;Apartamento, 111.62 de área total, 76.52 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408346640
1,7877E+12;SP ;SANTO ANDRE ;JD RINA ;RUA ETORE CATARUZZI, N. 01, Apto 122, VAGA DE GARAGEM N 03 ;274.000,00;274.000,00;0.00;Apartamento, 81.29 de área total, 37.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701085806
1,4444E+12;SP ;SANTO ANDRE ;JARDIM VILA RICA ;RUA ALVARENGA PEIXOTO, N. 270, CS 02 ;347.000,00;347.000,00;0.00;Casa, 0.00 de área total, 104.00 de área privativa, 68.07 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402087375
8,44442E+12;SP ;SANTO ANDRE ;JARDIM UTINGA ;RUA CONSELHEIRO LAFAYETE, N. 37, Apto 02, ;246.000,00;246.000,00;0.00;Apartamento, 75.55 de área total, 47.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415055793
1,44441E+12;SP ;SANTO ANDRE ;JARDIM IPANEMA ;RUA CISPLATINA, N. 1538, Apto 12, PAV 01 ;288.000,00;288.000,00;0.00;Apartamento, 63.89 de área total, 35.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410698922
1,44442E+12;SP ;SANTO ANDRE ;JARDIM LAS VEGAS ;RUA DEMETRIO GHIRARDELLO, N. 592, Apto 01, ;290.244,03;290.244,03;0.00;Apartamento, 0.00 de área total, 45.17 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420666705
8,55554E+12;SP ;SANTO ANDRE ;UTINGA ;RUA ANCARA, N. 105, Apto 306, TORRE 03 PAVIMENTO 03 ;300.000,00;300.000,00;0.00;Apartamento, 92.22 de área total, 50.19 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535917212
1,12064E+12;SP ;SANTO ANDRE ;PARQUE JACATUBA ;RUA ICO, N. 126, Apto 01, VAGA I ;230.000,00;230.000,00;0.00;Apartamento, 0.00 de área total, 77.10 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1120641870147
1,44441E+12;SP ;SANTO ANDRE ;PARQUE ORATORIO ;AVENIDA ARAUCARIA, N. 476, CS 04 2 PAVIMENTO ;319.103,92;319.103,92;0.00;Casa, 85.74 de área total, 49.26 de área privativa, 265.72 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412977047
8,55554E+12;SP ;SANTO ANDRE ;PARQUE ORATORIO ;RUA ORATORIO, N. 3590, Apto 65, ANDAR 06 ;290.000,00;290.000,00;0.00;Apartamento, 0.00 de área total, 46.19 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539346686
8,78771E+12;SP ;SANTO ANDRE ;VILA METALURGICA ;AVENIDA DOS ESTADOS, N. 5350, Apto 206, BL 01 ;350.000,00;350.000,00;0.00;Apartamento, 78.47 de área total, 50.37 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705798031
8,78771E+12;SP ;SANTO ANDRE ;VILA METALURGICA ;AVENIDA DOS ESTADOS, N. 5350, Apto 1405, BLOCO 03 ;350.000,00;350.000,00;0.00;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707420273
1,4444E+12;SP ;SANTO ANDRE ;VILA GILDA ;RUA OURO PRETO, N. 40, Apto 14, 1º ANDAR, QUADRA 03 ;671.551,00;671.551,00;0.00;Apartamento, 165.91 de área total, 94.50 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400050733
